DATE_RECEIVED,PRODUCT_NAME,SUB_PRODUCT,ISSUE,SUB_ISSUE,CONSUMER_COMPLAINT_NARRATIVE,COMPANY_PUBLIC_RESPONSE,COMPANY,STATE_NAME,ZIP_CODE,TAGS,CONSUMER_CONSENT_PROVIDED,SUBMITTED_VIA,DATE_SENT_TO_COMPANY,COMPANY_RESPONSE_TO_CONSUMER,TIMELY_RESPONSE,CONSUMER_DISPUTED,COMPLAINT_ID
2015-03-31,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,Ocwen,PA,15235,,N/A,Fax,03-04-2015,Closed with explanation,Yes,No,1309278
2015-03-31,Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,TX,75166,,N/A,Phone,06-04-2015,Closed with explanation,Yes,No,1309279
2015-03-31,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,Company chooses not to provide a public response,First Choice Assets LLC.,NY,11554,Older American,N/A,Postal mail,03-04-2015,Closed with explanation,Yes,No,1307802
2015-03-31,Mortgage,Conventional fixed mortgage,Application or originator or mortgage broker,,,,Bank of America,FL,32765,,Consent not provided,Web,31-03-2015,Closed with explanation,Yes,No,1309288
2015-03-31,Student loan,Non-federal student loan,Dealing with my lender or servicer,Don't agree with fees charged,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,WA,98030,,Consent not provided,Web,31-03-2015,Closed with explanation,Yes,No,1309293
2015-03-31,Bank account or service,Checking account,Making/receiving payments or sending money,,I filed a fraud complaint after discovering that my daughter had been skimming money out of my bank accounts orXXXX. The bank or Suntrust or after issuing new debit cards or said I was good to go. They had also promissed to return any fees incured. After returning 72 $ of XXXX {$.00} They closed my accounts or without informing me. I am a XXXX veteran living on social security. XXXX is delivered on the XXXX of each monty.The provisional credits were finalizes. It will take me a month to get it back. They are denying me the money that is left in my accountssaying I have to wait 14 business days to get it back. I have no food. My daughter and grandaughter are dependant on me and I dont have enough for her diapers. They also are not returning the other 72 $ of fees XXXX XXXX XXXX XXXX or XXXX XXXX XXXX XXXX Ga XXXX. Suntrust account # XXXX will be needing food bank help by the weekend.,Company chooses not to provide a public response,SunTrust Banks or Inc.,GA,301XX,,Consent provided,Web,31-03-2015,Closed with monetary relief,Yes,No,1309299
2015-03-31,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,HSBC North America Holdings Inc.,MD,20743,,N/A,Fax,03-04-2015,Closed with explanation,Yes,No,1309333
2015-03-31,Mortgage,VA mortgage,Loan servicing or payments or escrow account,,I refinanced ( closed ) my VA home loan on XXXX XXXX or 2015 with XXXX in good standing. XXXX became my new lien holder and funds were wired to XXXX on XXXX XXXX or 2015 from XXXX to XXXX. XXXX sent payoff to Nationstar Mortgage on XXXX XXXX or 2015 but transferred loan servicing to XXXX. I paid my XXXX bill to XXXX and then started receiving notices from Nationstar that my loan was past due. I 've attempted to contact all parties involved without success. My last request on the phone and written was to Nationstar asking them if payment has been applied to the loan and/or my unapplied balance - the answer is no. Neither has been responsive in the past 10 business days to my request. Since then I continue to receive threatening phone calls from Nationstar as well as foreclosure notices. Nationstar is also holding my escrow account which needs to be refunded to me. I need help!,,Nationstar Mortgage,VA,222XX,Servicemember,Consent provided,Web,31-03-2015,Closed with explanation,Yes,Yes,1309374
2015-03-31,Mortgage,Other mortgage,Credit decision / Underwriting,,,,Polaris Home Funding Corp,TN,37901,,Other,Web,03-04-2015,Closed with explanation,No,No,1309353
2015-03-31,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,,Company chooses not to provide a public response,Citibank,MA,1007,,Consent not provided,Web,31-03-2015,Closed with explanation,Yes,No,1309387
2015-03-31,Debt collection,Other (i.e. phone or health club or etc.),False statements or representation,Attempted to collect wrong amount,,Company believes it acted appropriately as authorized by contract or law,ERC,KS,66212,Servicemember,Consent not provided,Web,31-03-2015,Closed with non-monetary relief,Yes,Yes,1309397
2015-03-31,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion Intermediate Holdings or Inc.,FL,33952,,N/A,Postal mail,30-04-2015,Closed with explanation,Yes,No,1309401
2015-03-31,Mortgage,Other mortgage,Loan servicing or payments or escrow account,,,,Wells Fargo & Company,TX,77083,,N/A,Fax,03-04-2015,Closed with explanation,Yes,Yes,1307975
2015-03-31,Credit reporting,,Incorrect information on credit report,Personal information,,,TransUnion Intermediate Holdings or Inc.,CA,92629,,Consent not provided,Web,03-04-2015,Closed with non-monetary relief,Yes,Yes,1309506
2015-03-31,Bank account or service,Other bank product/service,Account opening or closing or or management,,,,Wells Fargo & Company,FL,326XX,,Other,Web,31-03-2015,Closed with non-monetary relief,Yes,Yes,1309443
2015-03-31,Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,I have been paying student loans with XXXX XXXX for a few years. I havenever missed a payment on my loans. I was paying interest only for a fewyears {$440.00} a month. XXXX XXXX and myself agreed to pay {$550.00} startingXXXX XXXX. I was told this would be my payment from now on. I lost myjob making {$50000.00} a year. And now I make {$20000.00} a year. I stillmanage to make my payments. Now or they have sent me a payment of {$640.00} a month. And there is no way I can pay this. Seem like they aretrying to put me in default. I have friends that are in default and they arenot trying at all to make payments to XXXX XXXX at all. I 'm going tocontinue making my payment of {$550.00} or and that 's the best I can do. ,,,,,,,,,,,,
I have contacted my XXXX XXXX XXXX XXXX and you 'll on thismatter. I would appreciate any help on this matter as soon as possible. ,,,,,,,,,,,,,,,,,
"Thanks.""""",,Navient Solutions or Inc.,TX,759XX,,Consent provided,Web,31-03-2015,Closed with explanation,Yes,No,1309449,,,,,
2015-03-31,Debt collection,Other (i.e. phone or health club or etc.),Disclosure verification of debt,Right to dispute notice not received,,,ERC,CA,91340,,N/A,Postal mail,03-04-2015,Closed with non-monetary relief,Yes,Yes,1310018
2015-03-31,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,I had a XXXX Credit card that was included in a discharged bankruptcy. I accidentally made a payment to that closed account through online banking. I am XXXX and sometimes have trouble with my eyes. After the money was taken from my account I spoke to the bank and found out what happened. I immediately contacted XXXX and was told that Resurgent Capital Services was had the account. I contacted them and was told that they had not received the money from XXXX yet but that I would need to fax a refund request to them. The funds came out of my account on XXXX/XXXX/15 and I faxed my request for refund on XXXX/XXXX/15. I made numerous follow-up call checking the status of the refund. I was finally told that the funds were received from XXXX and that in order to process the refund that I need to fax proof that the funds had been taken out of my bank account. I faxed a copy of my bank statement showing the debit on XXXX/XXXX/15. I called back a few days later and was told that it had to be sent to a supervisor to process. I continued to call and was told that they would email the supervisor to follow up. On XXXX/XXXX/15 I called and was told that usually any payments received are considered voluntary payments and may not be refunded. I explained that I a m XXXX and on a limited income and that this was part of a bankruptcy that was discharged and that the debt was no longer owed and that I had received my form to show the bad debt on my taxes and that I would not make payment for a debt I no longer owed! I was to that a follow up email would be sent and to call back on XXXX/XXXX/15. I called back to find out when the refund would be made and was told that the supervisor said that it would be considered a voluntary payment unless I could prove that a third party made it. I asked to speak to the supervisor and was told that she was busy helping another customer but that she would send her an email letting her know that I would like to speak to her. I was transferred to a voice mail and left a request for a return call. I have not received a call back and based on the past 2 moths experience has no confidence that I will hear from anyone at the company. ,,,,,,,,,,,,
"I have been mislead the entire time and forced to disclose my personal information in an effort to recover money that XXXX nor this company is entitled to as the debt has been charged off and cancelled by the discharged bankruptcy.""""",,Resurgent Capital Services L.P.,TN,370XX,,Consent provided,Web,31-03-2015,Closed with monetary relief,Yes,No,1309485,,,,,
2015-03-31,Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,,Company chooses not to provide a public response,Citibank,DE,19702,Older American,N/A,Phone,03-04-2015,Closed with explanation,Yes,No,1309491
2015-03-31,Credit reporting,,Incorrect information on credit report,Information is not mine,,,TransUnion Intermediate Holdings or Inc.,MD,20703,,N/A,Fax,03-04-2015,Closed with explanation,Yes,Yes,1309752
2015-03-31,Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,"I was unemployed for three months and asked for a payment reduction so I would not fall behind. The XXXX XXXX/Navient Rep said they would not help me even a little with any sort of reduction in payment. They ENCOURAGED me to file Bankruptcy so I could get rid of my other debt in order to be able to make my full payments to them ( since they know their loan is not dischargeable ). This is a """""""" XXXX '' loan or but apparently not able to be consolidated because it is """""""" XXXX ''. They also made me pay {$150.00} for each XXXX XXXX loan I have with them ( {$450.00} every six months to defer the payments when I XXXX got out of XXXX in 2006 and could not find a job ). All of my other loan companies deferred without payment. My other loans were all able to be consolidated as well. After encouraging me to file bankruptcy or they have called me around XXXX times per day ( even after I would talk to them ) or called my mother and father and sister and have been asking everyone where my new job is. It is unbelievable they are allowed to treat people this way- and now they want to harass me at my new job?!? So I can get embarrassed and XXXX after looking for this job for over a XXXX and a XXXX?!? No other loan company does this and everyone else worked with me for the few months I was out of work. I went from perfect credit and XXXX missed payments to the worst credit ever in three months. They made me want to XXXX myself because of the way they treat me- purposely calling me all day so I can not talk on my phone and encouraging me to ruin myself financially so they can get paid more quickly. Going to graduate school with XXXX XXXX loans is the biggest regret of my life. They are called """""""" student loans '' and they reap all the benefits of not being XXXX or but they will not allow me to consolidate them or defer or forebear them?!? All of my other loans are consolidated and the companies do not harass me like Navient/XXXX XXXX.""""",,Navient Solutions or Inc.,CA,921XX,,Consent provided,Web,31-03-2015,Closed with explanation,Yes,No,1309508
2015-03-31,Bank account or service,Savings account,Account opening or closing or or management,,I am trying to close a safe deposit box and saving account and the bank is completely unresponsive. We emptied the box on XXXX XXXX or but did not have both keys with us. We do not live in the same state as the safe desposit box. I mailed the keys to the bank on XXXX XXXX explaining that we wanted to close the safe deposit box or gave my cell phone number and my husband 's number. They did not respond. I contacted their online help system and exchanged emails. They were able to confirm that the keys were received or but that the box was still on my account. They gave me a number to call which was just a recording saying they would respond within XXXX hours. They did not respond. ,,,,,,,,,,,,
,,Wells Fargo & Company,CO,804XX,,Consent provided,Web,31-03-2015,Closed with explanation,Yes,No,1309518,,,,,
2015-03-31,Mortgage,FHA mortgage,Loan servicing or payments or escrow account,,,,Bank of America,CA,94565,,N/A,Email,31-03-2015,Closed with explanation,Yes,No,1310326
2015-03-31,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,,,Ocwen,IL,60603,Older American,Consent not provided,Web,31-03-2015,Closed with explanation,Yes,No,1309757
2015-03-31,Bank account or service,Checking account,Problems caused by my funds being low,,On XXXX XXXX or I had a balance of {$110.00}. I had XXXX transactions for {$120.00} or {$17.00} or and {$5.00}. Instead of clearing the smaller items or Bank of America charged me for XXXX overdrafts or at {$35.00}. I know Bank of America uses an algorithm which sends the highest amount through XXXX or and then or instead of paying the smaller items or they charge {$35.00} each. On XXXX XXXX or I had XXXX deposits totaling {$1200.00}. I wonder when this small window of opportunity allowed the Bank to charge me {$100.00} for overdrafts or when I have a positive balance.,Company chooses not to provide a public response,Bank of America,CA,923XX,,Consent provided,Web,31-03-2015,Closed with monetary relief,Yes,No,1311973
2015-03-31,Debt collection,Other (i.e. phone or health club or etc.),False statements or representation,Attempted to collect wrong amount,I received a call from E.R.C. on my cell phone. They were trying to collect a debt from XXXX XXXX from XX/XX/XXXX. This account was paid in full. They had my name and mailing address or and even told me a balance due. I told them I would call back. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Upon returning their call or they asked for my social or which I refused to give out over the phone. They then told me that they could not discuss my account without my social security number. I told them to stop calling me if they could not discuss my account without information that could be verified without personally identifiable information. I have never received a letter or reference number or or any further correspondence until today ( XX/XX/XXXX ). ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
I have researched the company online or and there are numerous complaints regarding their questionable practices. ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
The number from which they contacted me : XXXX ( XXXX XXXX XXXX or USA ,,,,,,,,,,,,,,,,,
,,ERC,KY,403XX,,Consent provided,Web,06-04-2015,Closed with non-monetary relief,Yes,No,1309572,,,,,
2015-03-31,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,We submitted a short sale for unit XXXX in the XXXX XXXX XXXX XXXX or XXXX XXXX or FL XXXX back in XXXX 2014 to Nationstar Mortgage or XXXX XXXX XXXX XXXX or XXXX or TX XXXX. This company has been very uncooperative and made us resubmit the same paperwork multiple times or while not performing their due diligence or making it impossible to conclude the sale of the unit. They created a paperwork nightmare and forced us to auction the unit knowing in advance that the property would not fetch a better offer. Consequently or the buyer is prepared to retract his offer which already happened in unit XXXX located on the same building which had a similar offer and is also owned by the XXXX owner. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Nationstar Mortgage is responsible for the offer of unit XXXX to be annulled and is also responsible for the offer for unit XXXX to be on the verge of being annulled. We are not sure why they creating all these barriers as we worked with them in good faith. Please help us to speed the process and asked them to stop playing these games. Thanks or XXXX XXXX ( owner ) or XXXX XXXX ( 3rd party ) or XXXX""""",,Nationstar Mortgage,FL,334XX,Older American,Consent provided,Web,31-03-2015,Closed with explanation,Yes,No,1309601,,,,,
2015-03-31,Mortgage,Home equity loan or line of credit,Loan servicing or payments or escrow account,,We received the Hamp modificatoin with Citimortgage but Citi never report the Hamp to the XXXX and I try hard to get this process done or so I can apply for the XXXX for my second loan which is XXXX XXXX or they have us in Default. Nevertheless XXXX transfer my loan to Seterus and they are not putting the XXXX mod. in the XXXX. This problem is going on for over 1 year and nothing is being done.,,Seterus or Inc.,FL,331XX,,Consent provided,Web,31-03-2015,Closed with explanation,Yes,No,1309745
2015-03-31,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,,,Bank of America,CA,93551,Older American,N/A,Phone,03-04-2015,Closed with explanation,Yes,Yes,1309750
2015-03-31,Mortgage,Conventional fixed mortgage,Loan servicing or payments or escrow account,,I needed to change my last name and get my Deed of Trust updated. I have called this company many times and spent hours on the phone or as well as faxing and emailing supervisors from their website as well as from my email. I have sent in the same information many times. The people they have in their call centers have no idea what they are doing. Typically the wait is over XXXX minutes and you get transferred many times and hung up on. Today I received a letter stating that they received my death certificate and they send their condolences. I assure you I am not dead. I am very frustrated that I can not get this issue resolved and it has been many weeks of frustration. I need to have my deed of trust updated so that I may update my grant deed and titles for my property and property rights. ,,,,,,,,,,,,
,,Nationstar Mortgage,CA,958XX,,Consent provided,Web,31-03-2015,Closed with explanation,Yes,No,1309667,,,,,
2015-03-31,Credit card,,Unsolicited issuance of credit card,,,,Synchrony Financial,CA,95120,,Consent not provided,Web,31-03-2015,Closed with monetary relief,Yes,No,1309669
2015-03-31,Mortgage,Other mortgage,Loan modification orcollection orforeclosure,,,,JPMorgan Chase & Co.,NJ,8015,,N/A,Referral,03-04-2015,Closed with explanation,Yes,No,1309672
2015-03-31,Debt collection,Other (i.e. phone or health club or etc.),Disclosure verification of debt,Not given enough info to verify debt,The amount of the debt is not accurate due to cramming charges added by XXXX. ,,,,,,,,,,,,
,,Encore Capital Group,MA,023XX,,Consent provided,Web,31-03-2015,Closed with non-monetary relief,Yes,No,1307784,,,,,
2015-03-31,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,Hello. Santander Consumer USA has placed an auto repossession on my credit reports which I disputed with the XXXX credit reporting agencies ( XXXX or XXXX or XXXX ) or but they claim that they have verified this information with Santander. The credit reporting agencies gave me the name and address of the creditor that they supposedly used to verify this information and directed me to them. On XXXX XXXX or 2015 or I mailed a dispute letter directly to Santander at the address given to me by the credit reporting agencies. I sent the letter via certified XXXX with a return receipt. The XXXX confirmed that the dispute letter was delivered on XXXX XXXX or 2015. To date or I have n't heard anything back from them.,,Santander Consumer USA Holdings Inc,GA,303XX,,Consent provided,Web,31-03-2015,Closed with explanation,Yes,Yes,1307759
2015-03-31,Debt collection,Other (i.e. phone or health club or etc.),Disclosure verification of debt,Not given enough info to verify debt,,,ERC,WI,53216,,Consent not provided,Web,06-04-2015,Closed with non-monetary relief,Yes,No,1307797
2015-03-31,Credit reporting,,Incorrect information on credit report,Account terms,,,TransUnion Intermediate Holdings or Inc.,MA,2649,,Consent not provided,Web,17-04-2015,Closed with explanation,Yes,No,1309696
2015-01-30,Credit card,,Closing/Cancelling account,,,,Pentagon FCU,NE,68005,Older American or Servicemember,N/A,Web,30-01-2015,Closed with non-monetary relief,Yes,No,1218022
2015-01-31,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Credit Acceptance Corporation,MI,48237,Servicemember,N/A,Web,31-01-2015,Closed with explanation,Yes,No,1219429
2015-03-31,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,THIS IS NOT MY DEBT! ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
I WANT THIS ACCOUNT REMOVED FROM MY CREDIT REPORT AND THIS COMPANY TO STOP CONTACTING ME IMMEDIATELY! This company continues to report on my credit report after I sent them a letter telling them that this account was not mine and I have no idea what it is or who it belongs to! ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
I asked for proof of a signed contract or I asked for a license to collect in my state or I asked for copies of all information referenced for this debt and still to date or I have not received anything but harassment from this company! ,,,,,,,,,,,,,,,,,
,,ERC,TX,770XX,,Consent provided,Web,31-03-2015,Closed with non-monetary relief,Yes,No,1308128,,,,,
2015-03-31,Consumer Loan,Vehicle loan,Managing the loan or lease,,,Company chooses not to provide a public response,SunTrust Banks or Inc.,SD,57239,,N/A,Referral,02-04-2015,Closed with explanation,Yes,No,1308431
2015-03-31,Credit reporting,,Incorrect information on credit report,Account status,,,TransUnion Intermediate Holdings or Inc.,TX,79107,,N/A,Postal mail,13-04-2015,Closed with explanation,Yes,No,1308246
2015-03-31,Credit card,,Forbearance / Workout plans,,,,Synchrony Financial,MA,1331,,N/A,Referral,02-04-2015,Closed with explanation,Yes,No,1308499
2015-03-31,Bank account or service,Checking account,Account opening or closing or or management,,,,Wells Fargo & Company,TX,77354,,N/A,Referral,03-04-2015,Closed with explanation,Yes,No,1309323
2015-03-31,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,Was given a loan by mobiloans.com. This place is COMPLETE SCAM and I pray no one else borrows money from them. They allowed me to get {$1000.00} and told me I 'd only have to pay {$1100.00} back. That occurred in XXXX XXXX or safe to say it is XXXX XXXX or XXXX and I AM STILL PAYING! So I decided to pay the remainder balance in full to avoid them EVER again in LIFE! I would love to know how much I have paid them but I do not want to because I KNOW I WILL BE EVEN MORE LIVID THEN I AM NOW! ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"*Mobiloans.com""""",,Mobiloans or LLC,FL,323XX,,Consent provided,Web,31-03-2015,Untimely response,No,,1309121,,,,,
2015-03-31,Credit reporting,,Incorrect information on credit report,Account status,,Company chooses not to provide a public response,TransUnion Intermediate Holdings or Inc.,WI,53122,,N/A,Postal mail,04-05-2015,Closed with explanation,Yes,No,1309158
2015-03-31,Consumer Loan,Vehicle loan,Managing the loan or lease,,Last month or approx XXXX/XXXX/XXXX or I received a call from LTD Financial Services regarding a car loan from XXXX XXXX XXXX XXXX or which I have not paid on since XXXX. However or they claimed that I made a payment on this account back in XXXX XXXX of {$10.00} or which is ridiculous. Why would I pay {$10.00} on a $ 6k loan? Not to mention or I was laid off in XXXX XXXX and did n't have any money to pay anyone. I thought this account had fallen off of my credit because it has not been on my credit report for many years. Now or they are sending me letters and calling me to pay a {$6400.00} debt. Someone falsely made a payment on this account or which started the collection and timeline again and I am not acknowledging a debt that is almost 10 yrs old.,,LTD Financial Services or L.P.,CA,902XX,,Consent provided,Web,03-04-2015,Closed with explanation,Yes,No,1309399
2015-03-31,Mortgage,FHA mortgage,Loan modification orcollection orforeclosure,,I have struggled throughout the entire life of my mortgage. I borrowed from XXXX or and other investments to help with moving costs or and other home owner expenses through out the years for this mortgage that I qualified for somehow. I bought the house in XX/XX/XXXX/XX/XX/XXXX timeframe. I got XXXX XXXX in XX/XX/XXXX or thankfully no signs of it returning and grateful for that. Had to work a lot of overtime after company reorgs and downsizing after the financial meltdown economic disaster. I had to use XXXX in XXXX and XXXX for XXXX XXXX issues. Got fired in XXXX XXXX and just started fulltime employment 3 months ago which is good and I am very thankful for. But it took a while to find a job so I had to apply for state aid after unemployment ran out or I move out of the house. My kids moved to their dads. My mortgage originated with XXXX ( FHA XXXX ) or then or XXXX XXXX XXXX or and after that XXXX or XXXX or possible others ( XXXX XXXX ) or have had it. For over a year now or I have been in constant struggle to avoid foreclosure with the XXXX Co. I 've had offers on the house because it has been listed almost a year now or but have hard time reaching them or or I need to refill forms out or etc. Another financial hardship I 'm working on is my taxes. I 'm in the process of paying tax attorney company to represent me.,Company believes it acted appropriately as authorized by contract or law,Shellpoint Partners or LLC,KS,666XX,,Consent provided,Web,31-03-2015,Closed with explanation,Yes,No,1309470
2015-04-30,Debt collection,Non-federal student loan,Communication tactics,Used obscene/profane/abusive language,,Company chooses not to provide a public response,Citibank,NY,14150,,Consent not provided,Web,04-05-2015,Closed with explanation,Yes,No,1355601
2015-04-30,Credit reporting,,Incorrect information on credit report,Information is not mine,,,TransUnion Intermediate Holdings or Inc.,IL,60008,,Other,Web,30-04-2015,Closed with explanation,Yes,No,1354136
2015-04-30,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,WA,98507,,Consent not provided,Web,30-04-2015,Closed with explanation,Yes,No,1355593
2015-04-30,Mortgage,Other mortgage,Credit decision / Underwriting,,I was quickly and thoroughly pre-approved for a 15 year mortgage on a used RV. Once I identified the RV or I submitted all information requested to complete the loan. Since then or I 've had zero communication from them despite repeated email and phone messages. As a result or I lost the RV I was pursuing and the deposit ( $ ) I placed on it. I have XXXX credit and was pre-approved.,Company chooses not to provide a public response,Bank of the West,CO,801XX,,Consent provided,Web,04-05-2015,Closed with explanation,Yes,No,1354149
2015-04-30,Mortgage,Other mortgage,Other,,,,Nationstar Mortgage,NY,11368,,N/A,Referral,05-05-2015,Closed with explanation,Yes,No,1354881
2015-04-30,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,GA,30318,,Consent not provided,Web,30-04-2015,Closed with explanation,Yes,No,1354193
2015-04-30,Debt collection,Credit card,False statements or representation,Indicated committed crime not paying,I received a message from XXXX XXXX XXXX XXXX stating I have a complaint against my name and social security number and a warrant was going to be issued at XXXX tomorrow XXXX/XXXX/2015. This is a collections agency/ law office and I 've been ignoring they 're prior calls.,,Synchrony Financial,AZ,853XX,,Consent provided,Web,30-04-2015,Closed with explanation,Yes,No,1354201
2015-04-30,Mortgage,Conventional adjustable mortgage (ARM),Loan modification orcollection orforeclosure,,,,PHH Mortgage,CA,91104,,Consent not provided,Web,30-04-2015,Closed with explanation,Yes,No,1354038
2015-04-30,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,"I disputed several unauthorized inquiries being reported on my Equifax credit report on XXXX XXXX 2015. The response received from Equifax on the very same day XXXX or XXXX 2015 was """""""" Inquiries are a factual record of file access ''. No investigation with the source was even attempted regarding the unauthorized inquires. ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"Equifax must reinvestigate ANY dispute under XXXX ( a ) ( XXXX ) ( A ) : XXXX. Procedure in case of disputed accuracy [ XXXX U.S.C. XXXXi ] ( a ) Reinvestigations of Disputed Information ( XXXX ) Reinvestigation Required ( A ) In general. Subject to subsection ( f ) or if the completeness or accuracy of any item of information contained in a consumer 's file at a consumer reporting agency is disputed by the consumer and the consumer notifies the agency directly or or indirectly through a reseller or of such dispute or the agency shall or free of charge or conduct a reasonable reinvestigation to determine whether the disputed information is inaccurate and record the current status of the disputed information or or delete the item from the file in accordance with paragraph ( XXXX ) or before the end of the 30-day period beginning on the date on which the agency receives the notice of the dispute from the consumer or reseller.""""",,Equifax,FL,334XX,,Consent provided,Web,04-05-2015,Closed with explanation,Yes,No,1355863,,,,,
2015-04-30,Mortgage,Conventional fixed mortgage,Loan modification orcollection orforeclosure,,My mortgage lenders Green tree servicing place force place insurance on to my mortgage payment every month without my consent.they harass me on before the XXXX of every month or call me day and night demand payment quick and a {$12.00} XXXX XXXX they change my mortgage payment from {$1900.00} to {$2000.00} without explain why or the denial my loan modification XXXX time or the give the run around,,Ditech Financial LLC,NY,119XX,,Consent provided,Web,30-04-2015,Closed with explanation,Yes,No,1354204
2015-04-30,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,Company chooses not to provide a public response,Citibank,CA,90035,Older American,Consent not provided,Web,04-05-2015,Closed with non-monetary relief,Yes,No,1354212
2015-04-30,Debt collection,Other (i.e. phone or health club or etc.),Taking/threatening an illegal action,Threatened to sue on too old debt,According to my credit report or there is a collection item showing that does n't make any sense. Not only does it have my XXXX delinquency in XXXX but it also has my account being opened in XXXX. On top of that or the last time I was delinquent on any account was in XXXX. The name of the company showing the collection is Asset Acceptance Corporation. I have requested them to validate the debt to no avail. I am sure they purchased and ancient collection item and put it on my credit report as if it were still within the XXXX. ,,,,,,,,,,,,
As I have stated or I have not been delinquent on any account since XXXX and did NOT open any accounts until XXXX. There should be no retail credit account on my credit report opened in XXXX or XXXX or XXXX or XXXX or or XXXX. My wife added me on as an authorized user on XXXX of her accounts that were open in XXXX and I have student loans opened in those years. I have requested validation of this debt numerous times and I ca n't seem to get them to explain to me how they claim how I went delinquent on an account in XXXX that was OPEN in XXXX. On top of that or I am 100 % sure I NEVER opened any type of retail credit account in the above mentioned years. ,,,,,,,,,,,,,,,,,
I want Asset Acceptance Corp. to acknowledge that this account on my credit report is re-aged or has become a zombie debt or and needs to be removed immediately. I have no plans on seeking legal action against them at this time or I would just like this resolved. ,,,,,,,,,,,,,,,,,
"Please pull my credit report and verify the information that I am telling you ... there is no other collection item or closed account that correlates with this collection item. Thank you so much for taking my complaint ... not a day goes by when I do n't thank XXXX for XXXX XXXX and all that she has done for the XXXX people. This agency is XXXX more thing to add to her legacy.""""",,Encore Capital Group,CA,925XX,,Consent provided,Web,14-05-2015,Closed with explanation,Yes,No,1354232,,,,,
2015-04-30,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,XXXX XXXX XXXX called my job requesting payment on a bill I do not even owe. The company keeps changing their number and calls my job and cell phone constantly. I do not owe the debt they are trying to collect. ,,,,,,,,,,,,
,,Discover,IL,604XX,Servicemember,Consent provided,Web,30-04-2015,Closed with explanation,Yes,No,1355558,,,,,
2015-04-30,Debt collection,Credit card,Taking/threatening an illegal action,Attempted to/Collected exempt funds,I getting almost daily calls from this agency or threatened and tried to garnish my unemployment benefit or I am still unemployed ,,,,,,,,,,,,
,,Synchrony Financial,CA,908XX,,Consent provided,Web,30-04-2015,Closed with explanation,Yes,No,1354221,,,,,
2015-04-30,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,The last correspondence I sent the company on XXXX pertained to a demand for validation. The company 's correspondence to me dated XXXX provided me with verification of the account or they failed failed to provide me substantive validation of the account or there are no statements and contractual agreements from the original creditor that they could produce and at the same time they persevered with reporting the account on my credit report. This is a blatant violation of Fair Debt Collection Practices Act ( FDCPA Sec 809 ).,,Portfolio Recovery Associates or Inc.,CA,945XX,,Consent provided,Web,30-04-2015,Closed with explanation,Yes,Yes,1354247
2015-04-30,Debt collection,Other (i.e. phone or health club or etc.),Cont'd attempts collect debt not owed,Debt is not mine,XXXX Services Inc. is reporting a non paid red light ticket on XXXX. This is not consumer debt and should not be reported on my credit bureau. These tickets are not mine. Another individual was driving my car and I was not in the car at the time of the occurrences. I was told I am responsible when someone else is driving my car. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
I have called both the credit bureaus and the collection agencies. They said they can do this. This is not consumer debt these are fines. Traffic Violations are not reported to credit bureaus. Therefore all of these fines which are not mine should not be reporting on my credit bureau. ,,,,,,,,,,,,,,,,,
